Property_ID,Square_Footage,Bedrooms,Bathrooms,Property_Age_Years,Lot_Size_SqFt,Garage_Cars,Location_Tier,Distance_to_City_Miles,Renovation_Score,Condition,Quarter_Sold,Annual_Tax,Price
PROP-2020,2439,3,2.5,44,5240,3,Urban Metro,4.0,9,Excellent,2024-Q1,9998,885512
PROP-2021,1727,2,2.0,48,6252,2,Suburban Prime,11.0,5,Good,2023-Q3,6048,507616
PROP-2022,2084,3,3.0,26,4354,1,Suburban Standard,25.6,7,Good,2023-Q1,5922,470273
PROP-2023,3492,5,4.0,38,9882,3,Emerging Tech Corridor,8.8,2,Needs Renovation,2023-Q2,11124,1007831
PROP-2024,3222,4,2.5,39,13956,2,Suburban Standard,27.4,7,Good,2023-Q4,7893,728849
PROP-2025,2383,4,3.5,12,12103,2,Suburban Prime,18.1,6,Good,2023-Q1,9105,828297
PROP-2026,2124,4,3.5,22,9007,2,Suburban Prime,17.0,5,Good,2023-Q4,7268,685120
PROP-2027,2178,3,3.0,15,11270,1,Urban Metro,4.6,8,Excellent,2023-Q1,10253,899648
PROP-2028,2498,3,3.0,29,10427,2,Urban Metro,3.4,7,Good,2023-Q2,9859,923400
PROP-2029,1435,2,2.5,3,4016,1,Emerging Tech Corridor,9.5,4,Fair,2023-Q4,6071,508204
PROP-2030,1932,2,2.0,39,7892,2,Exurban,46.3,7,Good,2024-Q1,2914,278201
PROP-2031,1015,2,2.5,15,4250,1,Suburban Prime,17.5,2,Needs Renovation,2023-Q2,3763,299600
PROP-2032,2359,2,2.0,30,7227,1,Suburban Standard,26.4,7,Good,2023-Q4,4667,485211
PROP-2033,2520,4,3.5,52,4687,3,Exurban,47.3,6,Good,2023-Q4,4905,448344
PROP-2034,1785,2,3.0,41,7480,2,Urban Metro,5.9,2,Needs Renovation,2024-Q2,6238,591672
PROP-2035,3123,5,4.5,24,5851,2,Emerging Tech Corridor,11.3,6,Good,2024-Q2,10775,925809
PROP-2036,1303,2,2.0,43,5141,1,Suburban Standard,20.0,5,Good,2023-Q2,3802,294494
PROP-2037,1148,1,1.0,11,2705,0,Suburban Standard,14.7,5,Good,2023-Q2,1912,233549
PROP-2038,2245,3,2.0,25,8358,2,Suburban Prime,17.9,4,Fair,2023-Q2,7865,679080
PROP-2039,2780,5,4.0,36,9766,1,Suburban Standard,16.7,4,Fair,2023-Q3,7706,659420
PROP-2040,3194,5,4.0,47,5895,3,Emerging Tech Corridor,7.5,6,Good,2024-Q1,10807,956194
PROP-2041,1801,3,2.5,32,5463,2,Urban Metro,2.2,4,Fair,2023-Q1,7929,692203
PROP-2042,2801,5,4.0,27,10766,3,Suburban Prime,20.3,5,Good,2024-Q2,10259,902212
PROP-2043,2074,2,2.5,8,9717,1,Urban Metro,5.3,6,Good,2023-Q4,9235,801294
PROP-2044,1987,4,3.5,11,9580,0,Emerging Tech Corridor,10.7,2,Needs Renovation,2024-Q2,6510,610577
PROP-2045,2674,4,3.0,4,9212,3,Suburban Prime,14.6,5,Good,2023-Q1,10456,901471
PROP-2046,2524,3,2.5,53,10794,1,Emerging Tech Corridor,11.0,5,Good,2023-Q2,8258,731750
PROP-2047,1075,1,1.0,51,3091,1,Suburban Prime,16.5,6,Good,2024-Q2,2836,249271
PROP-2048,3059,4,3.0,53,9065,2,Urban Metro,3.1,4,Fair,2024-Q1,11527,1014024
PROP-2049,2997,5,4.0,27,7376,1,Urban Metro,2.9,5,Good,2024-Q1,11410,1052799
PROP-2050,1693,2,1.5,34,6282,1,Suburban Prime,13.4,4,Fair,2023-Q3,4981,486387
PROP-2051,2357,4,3.0,4,6763,2,Urban Metro,3.9,7,Good,2024-Q2,9774,875956
PROP-2052,2421,3,2.5,33,5052,1,Suburban Standard,22.4,3,Fair,2023-Q2,6004,494730
PROP-2053,2269,3,2.5,45,9368,3,Urban Metro,3.3,9,Excellent,2023-Q4,9369,868326
PROP-2054,1742,2,1.0,33,7327,2,Suburban Prime,21.6,6,Good,2023-Q3,5932,525007
PROP-2055,1663,2,2.5,12,5028,1,Suburban Prime,9.2,8,Excellent,2023-Q2,6395,590219
PROP-2056,2083,4,3.5,38,4292,1,Suburban Standard,17.6,5,Good,2023-Q3,5187,485985
PROP-2057,2862,4,3.0,41,9299,2,Suburban Standard,18.7,4,Fair,2024-Q2,7386,646100
PROP-2058,2453,2,2.0,44,8104,2,Suburban Standard,12.3,8,Excellent,2023-Q1,5995,514976
PROP-2059,1859,3,2.0,47,7572,2,Exurban,34.1,2,Needs Renovation,2024-Q2,3557,338702
PROP-2060,2601,4,4.0,13,7471,1,Urban Metro,2.4,2,Needs Renovation,2023-Q2,11078,952030
PROP-2061,750,1,2.0,10,3090,0,Suburban Prime,15.1,4,Fair,2023-Q4,2465,208822
PROP-2062,2846,5,4.0,41,13555,2,Suburban Prime,12.7,9,Excellent,2023-Q4,10985,987337
PROP-2063,969,1,1.5,37,2526,1,Suburban Prime,18.2,6,Good,2023-Q2,3149,271880
PROP-2064,1864,3,2.5,3,9559,0,Suburban Standard,20.2,5,Good,2023-Q3,5686,453146
PROP-2065,1372,3,2.0,52,4271,2,Suburban Prime,9.8,6,Good,2024-Q1,5231,446940
PROP-2066,1258,1,1.0,32,3407,1,Suburban Prime,18.5,5,Good,2023-Q2,3127,297916
PROP-2067,2854,4,3.5,6,9227,1,Suburban Prime,9.4,6,Good,2024-Q2,10014,894628
PROP-2068,1795,2,1.5,40,3807,1,Exurban,46.0,4,Fair,2023-Q4,2545,223749
PROP-2069,2325,3,2.5,7,5178,2,Exurban,48.3,7,Good,2023-Q1,4805,411275
PROP-2070,2069,3,2.5,36,6639,3,Suburban Prime,12.5,4,Fair,2023-Q4,7523,665338
PROP-2071,2410,3,2.5,50,10585,1,Urban Metro,5.6,4,Fair,2024-Q1,9480,795690
PROP-2072,2149,3,2.5,9,10446,0,Emerging Tech Corridor,12.1,5,Good,2023-Q4,7621,686605
PROP-2073,1266,2,1.5,42,5140,0,Exurban,48.1,5,Good,2024-Q1,1453,176131
PROP-2074,2747,3,2.5,14,5927,3,Suburban Prime,17.3,6,Good,2023-Q2,9049,802266
PROP-2075,1779,2,1.5,37,7266,0,Suburban Prime,11.3,4,Fair,2023-Q4,5436,497228
PROP-2076,1088,2,2.5,14,4308,2,Exurban,47.4,3,Fair,2023-Q3,1850,205511
PROP-2077,1821,2,1.0,4,8266,2,Suburban Standard,14.9,5,Good,2024-Q2,5164,479923
PROP-2078,3075,5,4.5,28,14162,2,Suburban Prime,11.0,5,Good,2023-Q3,11601,1045430
PROP-2079,2652,4,4.0,18,12602,1,Suburban Standard,16.3,3,Fair,2024-Q2,7431,633000
PROP-2080,1873,2,2.0,53,6008,1,Exurban,32.6,5,Good,2023-Q4,2610,272790
PROP-2081,1872,2,1.0,50,7811,2,Emerging Tech Corridor,9.6,4,Fair,2023-Q4,5185,453608
PROP-2082,1890,3,2.5,9,5125,2,Suburban Standard,23.4,4,Fair,2024-Q2,5856,463453
PROP-2083,3449,5,4.0,11,17927,3,Suburban Standard,26.8,4,Fair,2023-Q1,10055,902517
PROP-2084,2348,3,2.0,53,5626,1,Urban Metro,1.4,8,Excellent,2023-Q4,7947,715095
PROP-2085,2379,4,3.0,3,4364,1,Emerging Tech Corridor,13.6,6,Good,2023-Q1,8834,769493
PROP-2086,2769,5,4.5,30,6385,1,Suburban Prime,20.9,4,Fair,2023-Q1,9764,857885
PROP-2087,2255,3,3.0,17,10007,0,Exurban,26.3,6,Good,2024-Q2,4995,408037
PROP-2088,1931,2,1.5,15,6409,1,Suburban Prime,13.0,7,Good,2023-Q1,6572,591262
PROP-2089,1972,4,2.5,39,6549,1,Emerging Tech Corridor,12.3,5,Good,2023-Q1,6586,569297
PROP-2090,2053,4,3.0,35,10361,1,Suburban Prime,16.6,7,Good,2023-Q2,8095,703540
PROP-2091,2075,4,3.0,24,10223,1,Suburban Prime,18.9,3,Fair,2023-Q3,7410,670678
PROP-2092,2572,4,3.5,22,7350,1,Urban Metro,4.6,7,Good,2023-Q1,10628,952058
PROP-2093,2133,3,2.5,11,5355,2,Suburban Standard,19.9,5,Good,2023-Q3,5440,486045
PROP-2094,2576,3,3.0,33,12068,0,Emerging Tech Corridor,5.4,3,Fair,2023-Q1,7768,726789
PROP-2095,2047,3,3.5,35,9990,1,Suburban Standard,21.3,5,Good,2023-Q3,5589,509500
PROP-2096,2151,3,3.0,36,7832,2,Suburban Prime,8.7,10,Excellent,2023-Q4,8585,726498
PROP-2097,801,2,2.0,2,3155,0,Urban Metro,4.0,7,Good,2023-Q4,4803,401118
PROP-2098,2695,4,3.0,8,7205,2,Exurban,45.0,5,Good,2023-Q3,5364,494509
PROP-2099,2325,2,2.0,52,10515,1,Suburban Standard,21.4,2,Needs Renovation,2023-Q1,5021,448740
PROP-2100,2748,5,4.5,17,10852,2,Suburban Standard,28.0,5,Good,2023-Q2,8407,724670
PROP-2101,750,1,1.0,42,2633,1,Emerging Tech Corridor,9.1,4,Fair,2023-Q3,2262,190111
PROP-2102,3457,5,4.0,34,6929,2,Suburban Standard,24.0,2,Needs Renovation,2024-Q1,8533,740500
PROP-2103,2009,3,2.5,54,9872,2,Suburban Prime,17.3,5,Good,2023-Q2,6833,595832
PROP-2104,2820,5,4.0,33,10976,2,Suburban Standard,27.9,8,Excellent,2024-Q1,8210,727333
PROP-2105,1424,4,3.0,40,3496,2,Suburban Standard,23.4,6,Good,2023-Q3,3937,355985
PROP-2106,2498,4,3.5,13,9646,2,Emerging Tech Corridor,6.5,3,Fair,2023-Q1,8982,833997
PROP-2107,1415,2,2.0,3,5806,0,Emerging Tech Corridor,13.6,5,Good,2024-Q1,5239,449280
PROP-2108,1694,3,3.0,28,6077,2,Urban Metro,4.3,9,Excellent,2023-Q3,8582,772232
PROP-2109,3344,6,4.5,40,14183,2,Suburban Prime,8.8,6,Good,2023-Q2,11827,1100180
PROP-2110,1976,3,3.0,44,7463,1,Urban Metro,4.3,6,Good,2023-Q1,8136,741047
PROP-2111,2241,4,3.0,49,11255,2,Urban Metro,5.4,9,Excellent,2024-Q1,10227,890334
PROP-2112,2665,4,4.0,14,5283,1,Suburban Standard,21.2,7,Good,2023-Q3,6458,627941
PROP-2113,2422,4,2.5,27,5234,3,Emerging Tech Corridor,8.2,3,Fair,2023-Q1,7877,730934
PROP-2114,2197,4,3.5,41,5251,1,Urban Metro,5.1,4,Fair,2023-Q1,8760,778552
PROP-2115,2337,4,3.5,15,9690,1,Suburban Prime,19.0,9,Excellent,2023-Q4,9384,800244
PROP-2116,3662,6,4.5,11,14629,3,Exurban,38.6,5,Good,2023-Q1,8593,740500
PROP-2117,2062,3,3.0,51,9965,1,Emerging Tech Corridor,6.4,2,Needs Renovation,2023-Q3,7448,624798
PROP-2118,2230,3,3.0,4,9570,2,Suburban Prime,11.5,5,Good,2023-Q2,8730,773966
PROP-2119,2782,3,1.5,33,9816,1,Emerging Tech Corridor,11.6,6,Good,2024-Q2,8302,746870
PROP-2120,2818,4,3.5,41,14575,3,Suburban Prime,19.3,10,Excellent,2023-Q4,10851,946309
PROP-2121,2871,5,3.0,0,7765,3,Urban Metro,2.4,4,Fair,2023-Q3,11842,1081440
PROP-2122,2515,4,3.0,38,11651,3,Urban Metro,2.8,5,Good,2023-Q3,10646,976727
PROP-2123,1357,3,3.5,31,4411,0,Urban Metro,1.4,7,Good,2023-Q3,5897,557524
PROP-2124,3161,5,4.0,25,12662,1,Suburban Prime,18.0,4,Fair,2024-Q1,11460,994115
PROP-2125,1354,2,1.5,16,5785,0,Exurban,25.1,2,Needs Renovation,2024-Q1,1872,189569
PROP-2126,2296,3,2.5,47,9080,1,Emerging Tech Corridor,5.4,9,Excellent,2023-Q2,8295,713856
PROP-2127,1609,2,2.5,26,3664,0,Suburban Prime,8.1,5,Good,2023-Q3,5611,497007
PROP-2128,2058,3,2.0,23,6803,1,Suburban Prime,17.0,5,Good,2024-Q1,7673,655594
PROP-2129,2313,4,3.0,34,8578,2,Suburban Prime,13.8,6,Good,2024-Q1,8321,772565
PROP-2130,2308,3,3.0,45,10817,3,Suburban Standard,16.8,1,Needs Renovation,2024-Q1,5664,522524
PROP-2131,2374,3,3.5,41,7854,2,Emerging Tech Corridor,13.2,8,Excellent,2023-Q2,7945,697290
PROP-2132,3148,4,3.5,53,15499,3,Urban Metro,2.0,4,Fair,2023-Q2,12556,1132689
PROP-2133,2394,3,2.0,38,7893,2,Urban Metro,2.9,4,Fair,2023-Q3,8113,791206
PROP-2134,1941,3,3.5,25,7115,2,Suburban Standard,27.0,3,Fair,2023-Q4,4837,468662
PROP-2135,2726,4,4.0,48,12287,2,Suburban Standard,18.8,4,Fair,2023-Q3,6775,634731
PROP-2136,2873,5,4.5,37,10866,3,Suburban Prime,15.8,7,Good,2024-Q1,10574,971961
PROP-2137,1302,2,1.5,22,6594,0,Suburban Standard,13.3,7,Good,2024-Q2,3424,287461
PROP-2138,2488,4,3.5,21,10064,1,Suburban Standard,24.6,8,Excellent,2024-Q1,6810,599059
PROP-2139,2555,3,2.5,3,9139,2,Suburban Prime,13.9,5,Good,2023-Q1,8822,783375
PROP-2140,1906,3,2.5,48,3583,1,Suburban Prime,19.2,6,Good,2024-Q2,6756,549418
PROP-2141,2994,5,4.5,8,9600,2,Suburban Prime,11.6,5,Good,2024-Q2,11461,991835
PROP-2142,2002,3,3.0,3,5640,2,Emerging Tech Corridor,8.8,7,Good,2023-Q3,8215,712076
PROP-2143,2181,3,2.0,6,9473,1,Exurban,44.7,6,Good,2024-Q1,3734,373459
PROP-2144,1987,2,2.5,22,4983,1,Emerging Tech Corridor,13.8,4,Fair,2024-Q1,6692,595941
PROP-2145,2110,4,3.5,1,5270,2,Suburban Standard,13.0,4,Fair,2023-Q4,5891,518030
PROP-2146,1387,2,2.0,48,3390,0,Suburban Standard,25.0,4,Fair,2023-Q1,2788,260124
PROP-2147,1163,1,2.0,23,2590,0,Suburban Standard,16.8,5,Good,2023-Q3,3269,246199
PROP-2148,3136,5,3.5,39,8960,3,Exurban,38.8,9,Excellent,2023-Q2,6365,566946
PROP-2149,1549,2,2.0,54,7453,0,Urban Metro,2.5,3,Fair,2023-Q3,4960,475774
PROP-2150,1455,3,2.5,30,6452,1,Suburban Prime,16.6,2,Needs Renovation,2024-Q2,4720,448150
PROP-2151,750,1,1.0,46,3224,1,Suburban Standard,17.7,2,Needs Renovation,2023-Q3,2105,126831
PROP-2152,1684,3,2.5,30,7596,1,Suburban Standard,17.3,7,Good,2023-Q4,4463,409802
PROP-2153,1239,1,2.0,46,3365,0,Suburban Prime,8.5,4,Fair,2023-Q3,3052,328191
PROP-2154,3167,6,4.0,39,15256,3,Suburban Standard,14.4,3,Fair,2023-Q4,8867,807812
PROP-2155,2756,4,3.5,47,6247,2,Emerging Tech Corridor,13.3,4,Fair,2024-Q2,8296,789661
PROP-2156,1652,2,2.0,50,4862,2,Suburban Prime,22.0,6,Good,2023-Q4,5173,437305
PROP-2157,3564,6,4.5,42,13525,3,Emerging Tech Corridor,12.0,5,Good,2024-Q1,11728,1099585
PROP-2158,2738,3,2.5,33,5886,3,Suburban Prime,12.0,6,Good,2023-Q2,8979,839324
PROP-2159,1888,3,2.0,54,8085,1,Exurban,35.1,4,Fair,2024-Q2,3153,281468
PROP-2160,750,1,1.5,23,2337,1,Suburban Prime,18.4,5,Good,2023-Q4,2540,197126
PROP-2161,3589,5,3.5,48,16031,3,Suburban Standard,27.5,2,Needs Renovation,2023-Q1,8840,791155
PROP-2162,1196,1,1.0,25,4157,0,Urban Metro,3.3,2,Needs Renovation,2024-Q2,3122,312453
PROP-2163,1030,2,2.5,15,2487,0,Urban Metro,5.1,5,Good,2023-Q1,5110,451366
PROP-2164,2764,4,3.5,46,11880,1,Suburban Standard,27.6,4,Fair,2023-Q2,6656,606899
PROP-2165,3685,6,4.5,12,9792,3,Suburban Prime,20.2,6,Good,2023-Q4,13505,1175500
PROP-2166,2999,4,3.5,14,10402,3,Suburban Prime,11.2,1,Needs Renovation,2024-Q2,10931,953151
PROP-2167,2466,3,3.0,26,5072,2,Urban Metro,1.0,2,Needs Renovation,2024-Q2,8909,809896
PROP-2168,2486,3,2.5,3,9697,2,Emerging Tech Corridor,9.4,7,Good,2023-Q2,9132,794475
PROP-2169,2654,5,4.5,15,10785,2,Emerging Tech Corridor,9.8,5,Good,2024-Q1,10031,888372
PROP-2170,2593,4,3.0,29,8005,3,Urban Metro,2.0,6,Good,2023-Q1,10791,926911
PROP-2171,2282,3,3.0,43,11512,1,Suburban Standard,16.6,7,Good,2024-Q2,6409,552514
PROP-2172,2167,3,2.5,29,10341,2,Emerging Tech Corridor,11.9,5,Good,2023-Q3,7969,696917
PROP-2173,2059,3,2.5,35,8662,1,Suburban Standard,19.5,6,Good,2023-Q1,5806,482832
PROP-2174,1609,3,2.0,2,6800,0,Suburban Prime,12.4,5,Good,2023-Q4,6299,562003
PROP-2175,1917,4,3.5,21,5095,2,Suburban Standard,22.0,3,Fair,2023-Q2,4846,453415
PROP-2176,999,1,1.0,48,4029,0,Urban Metro,4.3,4,Fair,2023-Q1,3031,265281
PROP-2177,2036,2,1.5,21,5036,1,Suburban Prime,18.8,5,Good,2023-Q3,5755,523367
PROP-2178,1457,2,1.5,49,3335,2,Urban Metro,1.8,4,Fair,2023-Q3,5573,481492
PROP-2179,1382,2,1.5,49,7183,1,Suburban Standard,23.9,4,Fair,2023-Q2,3062,271742
PROP-2180,2216,3,3.5,54,8678,1,Urban Metro,4.0,4,Fair,2023-Q2,8540,751766
PROP-2181,3004,4,4.0,48,9809,2,Exurban,26.4,2,Needs Renovation,2023-Q1,5767,547208
PROP-2182,2696,4,4.0,11,7494,1,Suburban Prime,18.9,2,Needs Renovation,2023-Q4,9203,808153
PROP-2183,1079,1,1.0,54,4157,1,Urban Metro,2.9,1,Needs Renovation,2024-Q1,3058,307467
PROP-2184,1456,2,2.0,20,2866,2,Suburban Prime,12.6,2,Needs Renovation,2023-Q3,5171,436016
PROP-2185,2711,4,3.0,3,5752,2,Suburban Prime,14.3,4,Fair,2023-Q2,9620,833139
PROP-2186,1461,2,1.5,30,2793,1,Suburban Prime,12.8,5,Good,2024-Q1,4335,377756
PROP-2187,1953,2,1.5,43,6829,1,Suburban Prime,12.7,3,Fair,2024-Q1,5991,526614
PROP-2188,2457,4,4.0,30,9439,1,Urban Metro,5.0,8,Excellent,2024-Q1,10627,954899
PROP-2189,1470,3,2.5,22,2958,1,Suburban Prime,9.7,7,Good,2023-Q4,5586,514942
PROP-2190,2168,2,2.5,53,9218,2,Suburban Prime,21.6,5,Good,2023-Q2,6857,612715
PROP-2191,1232,1,1.5,52,3182,2,Urban Metro,3.8,6,Good,2023-Q3,4972,390855
PROP-2192,1709,1,2.0,19,7057,1,Emerging Tech Corridor,6.6,4,Fair,2023-Q2,5592,493164
PROP-2193,2307,3,2.0,14,11854,1,Suburban Standard,14.1,1,Needs Renovation,2023-Q1,5428,520707
PROP-2194,1064,1,1.5,22,4415,0,Suburban Standard,21.5,8,Excellent,2023-Q3,2525,271208
PROP-2195,2386,3,3.0,27,11459,2,Suburban Prime,16.9,2,Needs Renovation,2023-Q2,7702,726215
PROP-2196,2087,2,1.5,15,10484,1,Suburban Standard,12.8,9,Excellent,2023-Q3,5537,504497
PROP-2197,2459,3,3.0,36,8495,2,Exurban,31.1,5,Good,2023-Q1,5645,470125
PROP-2198,2245,3,2.5,20,9401,2,Urban Metro,5.0,4,Fair,2024-Q2,9150,844465
PROP-2199,2986,5,4.0,14,14024,2,Urban Metro,1.2,5,Good,2023-Q3,13607,1176837
